"Approximate Active DACA Recipients: 
Country of Birth",,
" As of September 4, 2017",,
District of Columbia,920,0.1
Wyoming,450,0.1
Hawaii,320,0.1
New Hampshire,240,0
South Dakota,220,0
Puerto Rico,120,0
West Virginia,100,0
North Dakota,80,0
Alaska,70,0
Montana,60,0
U.S. Virgin Islands,40,0
Maine,40,0
Armed Forces overseas,30,0
Guam,20,0
Northern Mariana Islands,10,0
Vermont,10,0
,,
Other territories,10,0
Not Available,"4,180",0.6
,,
Notes:,,
"This table refers to individuals who were  granted Deferred Action for Childhood Arrivals (DACA) as of September 4, 2017.  The number of individuals who were ever granted DACA as of September 4, 2017 was approximately 800,000. This total excludes person",,
State of residence at the time of most recent application.,,
Totals do not add due to rounding.,,
Territories with less than 10 residents are included in other.,,
Not available:  data are not available in electronic systems.,,
"Source:  U.S. Citizenship and Immigration Services, CLAIMS3 and ELIS Systems.",,
,,
,,
"Approximate Active DACA Recipients:  
Leading Core Based Statistical Areas",,
" As of September 4, 2017",,
Core Based Statistical Area (CBSA),Number (rounded), Percent 
,,
Total,"689,800",100
"Los Angeles-Long Beach-Anaheim, CA","89,900",13
"New York-Newark-Jersey City, NY-NJ-PA","47,200",6.8
"Dallas-Fort Worth-Arlington, TX","36,700",5.3
"Houston-The Woodlands-Sugar Land, TX","35,800",5.2
"Chicago-Naperville-Elgin, IL-IN-WI","34,100",5
"Riverside-San Bernardino-Ontario, CA","22,300",3.2
"Phoenix-Mesa-Scottsdale, AZ","22,000",3.2
"Atlanta-Sandy Springs-Roswell, GA","15,700",2.3
"San Francisco-Oakland-Hayward, CA","15,500",2.3
"Washington-Arlington-Alexandria, DC-VA-MD-WV","13,700",2
"Miami-Fort Lauderdale-West Palm Beach, FL","11,400",1.7
"San Diego-Carlsbad, CA","11,300",1.6
"Denver-Aurora-Lakewood, CO","10,000",1.5
"Las Vegas-Henderson-Paradise, NV","9,900",1.4
"San Jose-Sunnyvale-Santa Clara, CA","9,400",1.4
"McAllen-Edinburg-Mission, TX","7,500",1.1
"Austin-Round Rock, TX","7,400",1.1
"Seattle-Tacoma-Bellevue, WA","7,300",1.1
"Charlotte-Concord-Gastonia, NC-SC","6,200",0.9
"Portland-Vancouver-Hillsboro, OR-WA","6,200",0.9
"Fresno, CA","5,900",0.9
"Sacramento--Roseville--Arden-Arcade, CA","5,900",0.9
"San Antonio-New Braunfels, TX","5,600",0.8
"Salt Lake City, UT","5,000",0.7
"Bakersfield, CA","4,900",0.7
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","4,700",0.7
"Boston-Cambridge-Newton, MA-NH","4,700",0.7
"Indianapolis-Carmel-Anderson, IN","4,600",0.7
"Minneapolis-St. Paul-Bloomington, MN-WI","4,600",0.7
"Raleigh, NC","3,900",0.6
"Kansas City, MO-KS","3,900",0.6
"Oxnard-Thousand Oaks-Ventura, CA","3,700",0.5
"Visalia-Porterville, CA","3,300",0.5
"Nashville-Davidson--Murfreesboro--Franklin, TN","3,300",0.5
"Santa Maria-Santa Barbara, CA","3,300",0.5
"Tampa-St. Petersburg-Clearwater, FL","3,200",0.5
"Stockton-Lodi, CA","3,100",0.5
"Oklahoma City, OK","3,100",0.4
"Milwaukee-Waukesha-West Allis, WI","3,000",0.4
"Orlando-Kissimmee-Sanford, FL","3,000",0.4
"Santa Rosa, CA","2,900",0.4
"Modesto, CA","2,800",0.4
"Salinas, CA","2,800",0.4
"Albuquerque, NM","2,800",0.4
"Winston-Salem, NC","2,600",0.4
"Detroit-Warren-Dearborn, MI","2,400",0.3
"Yakima, WA","2,300",0.3
"Durham-Chapel Hill, NC","2,300",0.3
"Salem, OR","2,300",0.3
"Brownsville-Harlingen, TX","2,200",0.3
"Tucson, AZ","2,200",0.3
"Memphis, TN-MS-AR","2,000",0.3
"Greensboro-High Point, NC","2,000",0.3
"Baltimore-Columbia-Towson, MD","2,000",0.3
"Bridgeport-Stamford-Norwalk, CT","1,900",0.3
"Tulsa, OK","1,900",0.3
"El Paso, TX","1,900",0.3
"Fayetteville-Springdale-Rogers, AR-MO","1,800",0.3
"Reno, NV","1,800",0.3
"Columbus, OH","1,800",0.3
"Kennewick-Richland, WA","1,800",0.3
"Omaha-Council Bluffs, NE-IA","1,700",0.3
"Merced, CA","1,700",0.3
"Santa Cruz-Watsonville, CA","1,700",0.3
"Provo-Orem, UT","1,600",0.2
"Birmingham-Hoover, AL","1,600",0.2
"Grand Rapids-Wyoming, MI","1,600",0.2
"North Port-Sarasota-Bradenton, FL","1,500",0.2
"Cape Coral-Fort Myers, FL","1,500",0.2
"Gainesville, GA","1,500",0.2
"Wichita, KS","1,400",0.2
"Greenville-Anderson-Mauldin, SC","1,400",0.2
"Providence-Warwick, RI-MA","1,300",0.2
"Boise City, ID","1,300",0.2
"Vallejo-Fairfield, CA","1,300",0.2
"Laredo, TX","1,300",0.2
"Ogden-Clearfield, UT","1,200",0.2
"Elkhart-Goshen, IN","1,200",0.2
"Lakeland-Winter Haven, FL","1,200",0.2
"Tyler, TX","1,100",0.2
"Richmond, VA","1,100",0.2
"Des Moines-West Des Moines, IA","1,100",0.2
"Louisville/Jefferson County, KY-IN","1,100",0.2
"Naples-Immokalee-Marco Island, FL","1,100",0.2
"Madison, WI","1,000",0.2
"Cincinnati, OH-KY-IN","1,000",0.2
"St. Louis, MO-IL","1,000",0.2
"Lexington-Fayette, KY","1,000",0.2
,,
Other CBSA,"86,700",12.6
Non-CBSA,"12,300",1.8
Not Available,"6,600",1
,,
Notes:,,
"This table refers to individuals who were granted Deferred Action for Childhood Arrivals (DACA) as of September 4, 2017.  The number of individuals who were ever granted DACA as of September 4, 2017 was approximately 800,000. This total excludes persons",,
Core Based Statistical Areas (CBSA) at the time of most recent application.  CBSAs are defined  by the Office of Management and Budget.,,
Totals may not add due to rounding.,,
"CBSAs with fewer than 1,000 residents are included in other.",,
Not available:  data are not available in electronic systems.,,
"Source:  U.S. Citizenship and Immigration Services, CLAIMS3 and ELIS Systems.",,
,,
,,
"Approximate Active DACA Recipients:  
Sex and Age Group",,
" As of September 4, 2017",,
,,
Sex,Number (rounded),Percent
,,
Total,"689,800",100
Female,"362,700",52.6
Male,"326,900",47.4
Not available,200,0
,,
Age as of 9/4/2017,Number (rounded),Percent
,,
Total,"689,800",100
Under 16,"2,000",0.3
16-20,"196,500",28.5
21-25,"253,100",36.7
26-30,"163,400",23.7
31-36,"74,900",10.9
Not available,5,0
,,
Average Age,23.8,
Median Age,23,
Interquartile Range,20 to 27,
,,
Notes:,,
"These tables refer to individuals who were  granted Deferred Action for Childhood Arrivals (DACA) as of September 4, 2017.  The number of individuals who were ever granted DACA as of September 4, 2017 was approximately 800,000. This total excludes perso",,
"Age as of September 4, 2017 and marital status as of the time of most recent application.",,
Totals do not add due to rounding.,,
Interquartile range is the range between the 25th percentile and the 75th percentile.  About half of the active DACA recipients are 20 to 27 years old.,,
Not available:  data are not available in electronic systems.,,
"Source:  U.S. Citizenship and Immigration Services, CLAIMS3 and ELIS Systems.",,
,,
,,
"Approximate Active DACA Recipients:  
Marital Status",,
" As of September 4, 2017",,
,,
Marital Status,Number (rounded),Percent
,,
Total,"689,800",100
Single,"571,600",82.9
Married,"105,700",15.3
Divorced,"7,800",1.1
Widowed,300,0.1
Not available,"4,400",0.6
,,
Notes:,,
"This table refers to individuals who were granted Deferred Action for Childhood Arrivals (DACA) as of September 4, 2017.  The number of individuals who were ever granted DACA as of September 4, 2017 was approximately 800,000. This total excludes persons",,
Marital status at time of most recent application.,,
Not available:  data are not available in electronic systems.,,
"Source:  U.S. Citizenship and Immigration Services, CLAIMS3 and ELIS Systems.",,
